signal_id,signal_description,latitude,longitude,assigned_count_stations,u,total_N_flow,total_S_flow,total_E_flow,total_W_flow,total_NE_flow,total_NW_flow,total_SE_flow,total_SW_flow,max_station_distance,average_station_distance,nonzero_direction_buckets,has_NS_pair,has_EW_pair,has_NESW_pair,has_NWSE_pair,NS_pair_volume,EW_pair_volume,NESW_pair_volume,NWSE_pair_volume
37743,23RD AVE AND E DENNY WAY,47.6189337703319,-122.302552328356,7,47148.0,6594.0,0.0,0.0,0.0,28521.0,0.0,0.0,12033.0,143.90925870351026,129.45553389795728,3,False,False,True,False,6594.0,0.0,40554.0,0.0
11304,20TH AVE NW AND NW MARKET ST,47.6686757988305,-122.382129997921,8,47031.0,2575.0,9834.0,0.0,34622.0,0.0,0.0,0.0,0.0,140.09233904255248,104.28508491166336,3,True,False,False,False,12409.0,34622.0,0.0,0.0
37533,23RD AVE E AND E ALOHA ST,47.6267592583684,-122.302381846593,7,46890.0,17698.0,20888.0,6400.0,1904.0,0.0,0.0,0.0,0.0,148.44121868525463,140.02120738332604,4,True,True,False,False,38586.0,8304.0,0.0,0.0
23510,MERIDIAN AVE N AND N 45TH ST,47.6613865789744,-122.333717788634,5,41432.0,0.0,4924.0,13900.0,22608.0,0.0,0.0,0.0,0.0,143.55126499527478,139.97321399563893,3,False,True,False,False,4924.0,36508.0,0.0,0.0
43120,ALASKAN WR WAY AND YESLER WAY,47.6017202992409,-122.336387477538,6,40115.0,11578.0,15424.0,0.0,0.0,0.0,4410.0,8703.0,0.0,134.18356899451555,134.18356899451555,4,True,False,False,True,27002.0,0.0,0.0,13113.0
5721,EAST GREEN LAKE DR N AND NE RAVENNA EB BV,47.6796737794702,-122.325577648032,6,38374.0,6216.0,14066.0,0.0,0.0,10711.0,0.0,0.0,7381.0,146.55674319727603,127.08795922476217,4,True,False,True,False,20282.0,0.0,18092.0,0.0
80311,M L KING JR WR WAY S AND S HENDERSON ST,47.5232461342659,-122.279209135965,4,36134.0,26229.0,0.0,4191.0,5714.0,0.0,0.0,0.0,0.0,122.51530896861294,75.43735944197438,3,False,True,False,False,26229.0,9905.0,0.0,0.0
23190,ROOSEVELT WAY NE AND NE 40TH ALLEY ST,47.6563018492588,-122.317834238813,5,34911.0,3837.0,16471.0,0.0,0.0,14603.0,0.0,0.0,0.0,106.65978738166264,85.64359007343383,3,True,False,False,False,20308.0,0.0,14603.0,0.0
13519,AURORA AVE N AND N 62ND ST,47.6738650638562,-122.347241266815,6,33532.0,0.0,0.0,9759.0,0.0,0.0,7908.0,10515.0,5350.0,124.08341583720924,100.8068307043394,4,False,False,False,True,0.0,9759.0,5350.0,18423.0
82146,8TH AVE NE AND WEEDIN E PL NE,47.6764092356696,-122.320073202135,8,31814.0,14749.0,14154.0,0.0,0.0,0.0,2911.0,0.0,0.0,64.20899840529906,60.34199462714156,3,True,False,False,False,28903.0,0.0,0.0,2911.0
64508,4TH AVE S AND S DAWSON ST,47.5556364469378,-122.329531013285,7,29605.0,21206.0,0.0,2671.0,5728.0,0.0,0.0,0.0,0.0,141.01227335047832,139.0595736978098,3,False,True,False,False,21206.0,8399.0,0.0,0.0
39122,BOREN AVE AND VIRGINIA ST,47.6177136358993,-122.334017901215,5,29418.0,6775.0,0.0,0.0,0.0,8045.0,14598.0,0.0,0.0,43.32826428985544,39.954442468087926,3,False,False,False,False,6775.0,0.0,8045.0,14598.0
82196,WEST MARGINAL WAY SW AND SW SPOKANE ST,47.5713088731036,-122.356587212968,4,28670.0,0.0,0.0,13784.0,0.0,0.0,7699.0,7187.0,0.0,27.476643440090992,27.476643440090992,3,False,False,False,True,0.0,13784.0,0.0,14886.0
14132,12TH AVE NE AND NE RAVENNA EB BV,47.6715065240671,-122.315189742387,7,28054.0,0.0,0.0,4187.0,14280.0,0.0,3845.0,5742.0,0.0,93.34264011528076,89.43963818012284,4,False,True,False,True,0.0,18467.0,0.0,9587.0
11453,15TH SB AVE NW AND NW LEARY WAY,47.6636639275706,-122.376320379331,5,26868.0,0.0,11071.0,6380.0,9417.0,0.0,0.0,0.0,0.0,132.51438868993915,89.21685681912268,3,False,True,False,False,11071.0,15797.0,0.0,0.0
23704,2ND AVE NE AND NE NORTHLAKE WAY,47.6536071484798,-122.326847997479,8,26821.0,0.0,0.0,3500.0,2872.0,12524.0,0.0,0.0,7925.0,148.18998520895022,146.35518092436223,4,False,True,True,False,0.0,6372.0,20449.0,0.0
31515,22ND AVE E AND E ROANOKE ST,47.6431609162226,-122.30377618045,4,26128.0,0.0,0.0,3160.0,1465.0,0.0,0.0,21503.0,0.0,128.4729284233969,108.67091012923996,3,False,True,False,False,0.0,4625.0,0.0,21503.0
40532,MELROSE AVE AND PIKE ST,47.6139302296681,-122.327804576986,5,26026.0,0.0,0.0,0.0,5050.0,16331.0,0.0,0.0,4645.0,127.34048038352277,127.34048038352277,3,False,False,True,False,0.0,5050.0,20976.0,0.0
22811,FREMONT TURN RD AND N 38TH ST,47.6526321966516,-122.347561485941,7,25423.0,0.0,17173.0,7.0,189.0,3241.0,0.0,0.0,4813.0,106.22731967605829,88.89158454519698,5,False,True,True,False,17173.0,196.0,8054.0,0.0
14253,8TH AVE NE AND NE RAVENNA WB BV,47.6739303447928,-122.320057470628,6,24337.0,0.0,1015.0,0.0,0.0,0.0,11757.0,11565.0,0.0,116.35569419290401,88.89426612865613,3,False,False,False,True,1015.0,0.0,0.0,23322.0
226456,PINEHURST WAY NE AND ROOSEVELT N WAY NE,47.7102785037022,-122.317672777763,5,22087.0,0.0,2775.0,0.0,0.0,4933.0,0.0,2742.0,11637.0,65.88146617446395,64.6897815608724,4,False,False,True,False,2775.0,0.0,16570.0,2742.0
39137,7TH AVE AND VIRGINIA ST,47.6150567514701,-122.33745423809,4,20914.0,0.0,3559.0,6839.0,0.0,6703.0,0.0,3813.0,0.0,62.24503894689335,58.34489778518452,4,False,False,False,False,3559.0,6839.0,6703.0,3813.0
23550,4TH AVE NE AND NE 40TH ST,47.6555286234672,-122.324563967953,5,19850.0,0.0,4188.0,8858.0,6804.0,0.0,0.0,0.0,0.0,137.24566125681508,137.24566125681508,3,False,True,False,False,4188.0,15662.0,0.0,0.0
40520,BOREN AVE AND OLIVE WAY,47.6154497181432,-122.330729697065,4,19739.0,0.0,0.0,8553.0,1702.0,9484.0,0.0,0.0,0.0,115.79621136913207,115.79621136913207,3,False,True,False,False,0.0,10255.0,9484.0,0.0
34507,ELLIOTT AVE W AND W GALER ST,47.6322523999783,-122.375652200763,7,18111.0,0.0,0.0,9392.0,4954.0,2549.0,0.0,0.0,1216.0,115.34468054634704,115.34468054634704,4,False,True,True,False,0.0,14346.0,3765.0,0.0
31321,25TH AVE E AND BOYER AVE E,47.6349904479903,-122.30060721993,6,17915.0,0.0,0.0,2255.0,3245.0,0.0,4883.0,7532.0,0.0,125.87455115654562,125.87455115654562,4,False,True,False,True,0.0,5500.0,0.0,12415.0
220720,MERIDIAN AVE N AND N 132ND ST,47.7243257874569,-122.334187759776,8,16018.0,5509.0,7892.0,0.0,0.0,0.0,1336.0,1281.0,0.0,128.42945916439112,128.42945916439112,4,True,False,False,True,13401.0,0.0,0.0,2617.0
15547,NE 56TH ST AND NE RAVENNA EB BV,47.6696685603653,-122.307750573059,5,15737.0,0.0,0.0,0.0,5930.0,0.0,6261.0,0.0,3546.0,78.56572714448993,78.56572714448993,3,False,False,False,False,0.0,5930.0,3546.0,6261.0
22106,WOODLAWN AVE N AND N 45TH W ST,47.661385852318,-122.339156606148,4,15271.0,299.0,231.0,7536.0,7205.0,0.0,0.0,0.0,0.0,134.52017244951628,103.55187512917034,4,True,True,False,False,530.0,14741.0,0.0,0.0
39120,TERRY AVE AND VIRGINIA ST,47.6170494497106,-122.334876985578,4,14469.0,0.0,0.0,12182.0,1054.0,0.0,0.0,0.0,1233.0,117.09916149507833,117.09916149507833,3,False,True,False,False,0.0,13236.0,1233.0,0.0
58364,29TH AVE S AND S COLUMBIAN WAY,47.5624199382041,-122.295792245227,6,13357.0,0.0,0.0,2509.0,3313.0,2914.0,0.0,0.0,4621.0,147.82033704666512,147.82033704666512,4,False,True,True,False,0.0,5822.0,7535.0,0.0
234718,RAVENNA AVE NE AND NE 92ND ST,47.6957485843215,-122.30536138036,6,13332.0,0.0,125.0,540.0,0.0,0.0,6937.0,5730.0,0.0,45.52717801534402,44.74984990204118,4,False,False,False,True,125.0,540.0,0.0,12667.0
5736,4TH AVE NE AND WOODLAWN S AVE NE,47.6778551700915,-122.32618602493,6,12642.0,0.0,0.0,0.0,0.0,4905.0,794.0,0.0,6943.0,131.36687410876587,131.36687410876587,3,False,False,True,False,0.0,0.0,11848.0,794.0
45111,31ST AVE AND E YESLER WAY,47.6016475838821,-122.29251724924,6,12167.0,4291.0,1543.0,0.0,6333.0,0.0,0.0,0.0,0.0,149.56725866054933,145.31567045313167,3,True,False,False,False,5834.0,6333.0,0.0,0.0
15528,15TH AVE NE AND COWEN PL NE,47.6721055226919,-122.311905248262,5,11642.0,6617.0,0.0,0.0,0.0,1836.0,0.0,0.0,3189.0,70.98842650461121,70.4500081496797,3,False,False,True,False,6617.0,0.0,5025.0,0.0
26301,CLISE PL W AND W LYNN ST,47.6391073480995,-122.399629327006,5,11166.0,1776.0,0.0,4843.0,4547.0,0.0,0.0,0.0,0.0,93.24334692592282,90.98888585622758,3,False,True,False,False,1776.0,9390.0,0.0,0.0
51104,14TH AVE S AND S MASSACHUSETTS ST,47.5884367028592,-122.314859054505,6,11069.0,5471.0,2858.0,1870.0,870.0,0.0,0.0,0.0,0.0,138.47411079145323,129.97989757060068,4,True,True,False,False,8329.0,2740.0,0.0,0.0
39139,7TH AVE AND WESTLAKE AVE,47.6152833624607,-122.337837035192,6,10771.0,382.0,3669.0,0.0,0.0,0.0,358.0,6362.0,0.0,149.6376222599874,149.6376222599874,4,True,False,False,True,4051.0,0.0,0.0,6720.0
40523,9TH AVE AND HOWELL ST,47.6148212411501,-122.333166747929,7,10757.0,0.0,5028.0,0.0,0.0,0.0,701.0,5028.0,0.0,60.9075026349342,60.9075026349342,3,False,False,False,True,5028.0,0.0,0.0,5729.0
15537,18TH AVE NE AND NE RAVENNA EB BV,47.6702946712566,-122.308488000514,4,8698.0,0.0,0.0,3586.0,0.0,0.0,0.0,2779.0,2333.0,139.17855024712455,135.97070431152008,3,False,False,False,False,0.0,3586.0,2333.0,2779.0
12308,3RD AVE NW AND NW 55TH ST,47.6686933802295,-122.360806361888,5,6555.0,979.0,1355.0,0.0,0.0,0.0,0.0,0.0,4221.0,147.1484346385437,147.1484346385437,3,True,False,False,False,2334.0,0.0,4221.0,0.0
35501,GALER ST AND TAYLOR AVE N,47.6323005491697,-122.345955115973,4,5460.0,2531.0,2493.0,257.0,179.0,0.0,0.0,0.0,0.0,122.2477255882288,119.7022026274805,4,True,True,False,False,5024.0,436.0,0.0,0.0
39549,ALASKAN WAY AND CLAY ST,47.6144334260528,-122.354024577576,7,5170.0,0.0,0.0,365.0,1661.0,1672.0,0.0,0.0,1472.0,142.05810678940043,142.05810678940043,4,False,True,True,False,0.0,2026.0,3144.0,0.0
37152,28TH AVE E AND E ROY ST,47.6251498939577,-122.296523124709,7,4894.0,1979.0,2080.0,164.0,671.0,0.0,0.0,0.0,0.0,142.76750458261984,131.70361229114334,4,True,True,False,False,4059.0,835.0,0.0,0.0
13542,WOODLAND PL N AND N 61ST ST,47.6731544006019,-122.348016497594,8,4148.0,427.0,612.0,102.0,86.0,1312.0,0.0,0.0,1609.0,136.32549556237586,125.77687370257752,6,True,True,True,False,1039.0,188.0,2921.0,0.0
66515,37TH AVE S AND S FERDINAND ST,47.5578514159449,-122.286140853853,5,2543.0,335.0,213.0,1289.0,706.0,0.0,0.0,0.0,0.0,146.5758428071243,139.73898769964052,4,True,True,False,False,548.0,1995.0,0.0,0.0
306311,59TH AVE S AND S RYAN ST,47.5096943393611,-122.259427480067,5,2073.0,0.0,0.0,938.0,0.0,0.0,537.0,598.0,0.0,83.8857223912334,83.8857223912334,3,False,False,False,True,0.0,938.0,0.0,1135.0
13363,INTERLAKE AVE N AND N 47TH ST,47.6628658365941,-122.340646936456,4,1972.0,337.0,499.0,565.0,571.0,0.0,0.0,0.0,0.0,129.51259732240618,123.22150828963115,4,True,True,False,False,836.0,1136.0,0.0,0.0
12348,6TH AVE NW AND NW 50TH E ST,47.6650178883539,-122.363294745294,4,1025.0,105.0,131.0,640.0,149.0,0.0,0.0,0.0,0.0,128.1612294206352,107.27333013175252,4,True,True,False,False,236.0,789.0,0.0,0.0
