signal_id,signal_description,latitude,longitude,nearby_count_stations,u,total_N_flow,total_S_flow,total_E_flow,total_W_flow,total_NE_flow,total_NW_flow,total_SE_flow,total_SW_flow,alpha_left,alpha_straight,alpha_right
45516,22ND AVE AND E YESLER WAY,47.6016692758087,-122.303738936721,57,251484.0,786.0,452.0,83456.0,83145.0,0.0,0.0,0.0,0.0,,,
227318,28TH AVE NE AND NE 113TH ST,47.7099856985272,-122.297760256297,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2329,19TH AVE NW AND NW CANOE PL,47.6799581367274,-122.381060812416,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
230151,NW 98TH ST AND DEAD END 1,47.7004614512761,-122.381907982694,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
64516,3RD AVE S AND S BRANDON ST,47.5541477986518,-122.330921818995,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
15508,18TH AVE NE AND NE 63RD ST,47.674772548148,-122.308712050625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
29517,4TH AVE N AND NEWELL ST,47.6444002892073,-122.34956498387,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
37528,18TH AVE E AND E ALOHA ST,47.6268586247451,-122.308642615062,16,68503.0,0.0,0.0,16904.0,16296.0,0.0,0.0,0.0,0.0,,,
72277,BEACON ER AVE S AND S BRIGHTON ST,47.5421142941596,-122.299035819583,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
65767,24TH AVE S AND S GRAHAM ST,47.546426101173,-122.302338840859,6,31511.0,0.0,0.0,17966.0,4633.0,0.0,0.0,0.0,0.0,,,
23124,5TH AVE NE AND NE 43RD ST,47.6589349640042,-122.322990130985,2,8801.0,0.0,8801.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
34147,1ST AVE W AND W PROSPECT ST,47.6287188724303,-122.357929236012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
16115,45TH AVE NE AND OBERLIN AVE NE,47.6731534429381,-122.27950524093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
52349,25TH AVE S AND S HANFORD W ST,47.5750840757004,-122.300628001753,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
232111,ASHWORTH AVE N AND N 103RD ST,47.7032301785833,-122.339287805445,1,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
25324,WEBSTER POINT RD NE AND DEAD END,47.6488328210436,-122.277490375442,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
51128,11TH AVE S AND BEACON AVE S,47.5850834952763,-122.31859567492,11,55745.0,0.0,0.0,5424.0,1115.0,0.0,17311.0,6116.0,0.0,,,
6720,19TH AVE NE AND NE 73RD ST,47.6812524397594,-122.307754870502,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
51316,AIRPORT WAY S AND S LANDER N ST,47.5798078124612,-122.321397757501,7,56110.0,13271.0,39553.0,3286.0,0.0,0.0,0.0,0.0,0.0,,,
220708,BAGLEY AVE N AND DEAD END 3,47.7264249654353,-122.332784117852,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
225716,WHITMAN AVE N AND DEAD END,47.7086889046381,-122.346094451764,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
52456,30TH AVE S AND S MOUNT BAKER WB S BV,47.5760084357747,-122.294170819839,2,1233.0,0.0,0.0,585.0,648.0,0.0,0.0,0.0,0.0,,,
54316,38TH AVE SW AND SW DAKOTA ST,47.566489128033,-122.380087590731,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
232513,FREMONT AVE N AND N 102ND ST,47.7028943919683,-122.350049824151,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
34181,6TH AVE W AND DEAD END 3,47.6302414139565,-122.364422497788,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
11301,17TH AVE NW AND NW 54TH ST,47.6678950846176,-122.378884589888,2,5200.0,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
233728,MERIDIAN AVE N AND N 90TH S ST,47.6937932036081,-122.333781359257,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
57731,6TH AVE S AND S ALASKA ST,47.5612103924812,-122.326666756317,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
66335,48TH AVE S AND S MEAD ST,47.5504035423194,-122.272646362561,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
38734,LAKE WASHINGTON BLVD E AND MCGILVRA BLVD E,47.6212441294689,-122.283072376403,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
41128,29TH AVE AND E PINE ST,47.6152793736568,-122.294863275971,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
5118,8TH AVE NE AND NE 81ST ST,47.6874927924767,-122.320263483938,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
51458,S STACY ST AND DEAD END 1,47.5818843018564,-122.320203346892,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
235721,42ND AVE NE AND NE 92ND S ST,47.6948020553678,-122.282244030083,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
78453,DUWAMISH RIVER TRL AND S HENDERSON ST,47.5230594685673,-122.320598716799,1,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,,,
39318,2ND AVE AND PIKE ST,47.6092851430709,-122.338903694973,82,838593.0,0.0,136822.0,11532.0,0.0,47264.0,0.0,642975.0,0.0,,,
41164,E HOWELL ST AND DEAD END,47.6176368159976,-122.299105832167,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
27528,25TH AVE W AND W RAYE ST,47.6434654928378,-122.388937558035,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
10301,32ND AVE NW AND NW MARKET ST,47.6686241787713,-122.3983178549,23,40456.0,8145.0,9551.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
35336,9TH AVE N AND THOMAS ST,47.6208789307226,-122.339768874637,12,29295.0,11631.0,2437.0,5699.0,3896.0,0.0,0.0,0.0,0.0,,,
14518,4TH AVE NE AND NE 60TH ST,47.6722547467388,-122.324460076617,13,34684.0,6821.0,11863.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
59521,34TH AVE S AND S HINDS ST,47.5724752416448,-122.289910505333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
231744,13TH AVE NW AND NW 85TH ST,47.6906265429034,-122.372762834174,2,12625.0,0.0,0.0,5763.0,6862.0,0.0,0.0,0.0,0.0,,,
226727,CORLISS AVE N AND CORLISS AV I5 SB ON RP,47.7068313818188,-122.331276654417,1,6928.0,6928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
52119,28TH AVE S AND S GRAND ST,47.5868948525993,-122.296970553006,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
52122,25TH AVE S AND S GRAND ST,47.5869046446301,-122.300247259055,8,1962.0,119.0,137.0,83.0,99.0,0.0,0.0,0.0,0.0,,,
59534,COURTLAND PL S AND S SPOKANE ST,47.5715813013024,-122.287189644,3,698.0,0.0,0.0,0.0,0.0,0.0,171.0,178.0,0.0,,,
46730,34TH AVE S AND S MOUNT BAKER EB BV,47.5767476498205,-122.289821956345,13,1858.0,216.0,136.0,0.0,254.0,198.0,0.0,0.0,661.0,,,
22134,WOODLAND PARK AVE N AND N MOTOR PL,47.6586701205957,-122.344589595505,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
31717,19TH AVE E AND BOYER AVE E,47.6379234778665,-122.307277799493,3,18586.0,0.0,0.0,0.0,0.0,0.0,5060.0,4231.0,0.0,,,
61503,45TH AVE SW AND SW EDMUNDS ST,47.5593266576787,-122.389545295066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
52155,31ST AVE S AND S HILL ST,47.5844701759117,-122.292998195347,1,4851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
34138,6TH AVE W AND W HIGHLAND DR,47.629600704815,-122.364425220691,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
58524,16TH AVE S AND S SPOKANE ST,47.5716319424316,-122.312519407205,20,104611.0,28663.0,10887.0,26575.0,12051.0,2416.0,0.0,0.0,0.0,,,
68107,42ND AVE SW AND FAUNTLEROY WAY SW,47.5451209673026,-122.385749740714,9,61657.0,0.0,0.0,25003.0,36654.0,0.0,0.0,0.0,0.0,,,
57853,6TH AVE S AND S INDUSTRIAL EB WAY,47.5665172215148,-122.326730296665,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
35120,AURORA AVE N AND WARD ST,47.6280195218017,-122.343544142415,3,126392.0,30158.0,33038.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
21311,LEARY WAY NW AND NW 36TH E ST,47.6532551089465,-122.358956327565,4,39778.0,0.0,0.0,8969.0,0.0,0.0,30809.0,0.0,0.0,,,
78707,4TH AVE S AND S HENDERSON S ST,47.5228224098054,-122.329723048022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
5851,NE MAPLE LEAF PL AND DEAD END,47.6827819014208,-122.322649278431,1,268.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,,,
230145,23RD AVE NW AND NW 97TH ST,47.6997214383424,-122.385296142044,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
234350,32ND AVE NE AND NE 86TH ST,47.6909231110752,-122.293391673619,3,278.0,72.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
54344,CALIFORNIA AVE SW AND SW ALASKA ST,47.5611064677374,-122.38677811225,14,52697.0,0.0,0.0,19727.0,18068.0,0.0,0.0,0.0,0.0,,,
37327,E ARTHUR PL AND E HARRISON ST,47.6225156286436,-122.296655782075,11,66936.0,3276.0,0.0,0.0,0.0,24509.0,0.0,0.0,10117.0,,,
42556,33RD AVE AND E UNION ST,47.6128973600855,-122.29036060899,9,16883.0,0.0,0.0,5527.0,4997.0,0.0,0.0,0.0,0.0,,,
25520,NE 42ND ST AND DEAD END 2,47.6591383501456,-122.287217683163,33,99989.0,0.0,0.0,44703.0,55286.0,0.0,0.0,0.0,0.0,,,
45362,26TH AVE S AND S WADSWORTH PL,47.5916351851244,-122.298489419969,10,53571.0,32212.0,15607.0,2004.0,1407.0,0.0,0.0,0.0,0.0,,,
66510,37TH AVE S AND S EDMUNDS ST,47.5586581763181,-122.286141448783,12,84241.0,23558.0,49024.0,3110.0,843.0,0.0,0.0,0.0,0.0,,,
218317,6TH AVE NW AND NW 130TH ST,47.7232752933043,-122.363652187509,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
67533,52ND AVE S AND WILSON N AVE S,47.5533363763322,-122.268233118841,27,150675.0,0.0,0.0,0.0,0.0,0.0,29842.0,36277.0,0.0,,,
21751,W ETRURIA ST AND DEAD END,47.6475360097273,-122.366180497818,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
36319,14TH AVE E AND E MERCER ST,47.6242587677231,-122.314635398621,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
232517,GREENWOOD AVE N AND N 100TH ST,47.7014610846135,-122.355414876816,9,49477.0,18688.0,18424.0,511.0,827.0,0.0,0.0,0.0,0.0,,,
5144,8TH AVE NE AND NE 77TH ST,47.6845964006505,-122.320218756679,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
28556,WESTVIEW DR W AND W HALLADAY ST,47.642019049025,-122.370764342464,3,3532.0,798.0,968.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
16112,ANN ARBOR AVE NE AND NE 60TH ST,47.673196127957,-122.275863695206,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
221117,30TH AVE NE AND NE 143RD ST,47.7319766702037,-122.29654264306,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
55275,22ND AVE SW CONNCTR TRL AND DELRIDGE CONNCTR TRL,47.5708949661611,-122.361011712264,86,1410794.0,10909.0,31055.0,469593.0,449930.0,152539.0,0.0,7045.0,121631.0,,,
45867,MOUNTAINS TO SOUND TRL AND S ATLANTIC ST,47.5895623967866,-122.302410167667,1,8188.0,0.0,8188.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
58453,29TH AVE S AND S DAKOTA ST,47.5660818588413,-122.297848430947,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
227132,33RD PL NE AND 35TH AVE NE,47.7143505975134,-122.291519628602,3,19634.0,5056.0,4766.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
12364,3RD AVE NW AND NW 47TH S ST,47.662916882631,-122.360792236488,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
232524,EVANSTON AVE N AND N 101ST ST,47.7021714961292,-122.351116932623,1,1383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
29705,5TH AVE N AND LYNN ST,47.6391042709869,-122.347085753449,1,251.0,0.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
28558,9TH AVE W AND W HALLADAY ST,47.6420144064355,-122.368931097445,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
68530,45TH AVE SW AND SW WILLOW ST,47.5423058698575,-122.390584700053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
5142,12TH AVE NE AND NE 77TH ST,47.6848917401345,-122.315189385429,8,19663.0,2859.0,191.0,510.0,132.0,15110.0,0.0,0.0,0.0,,,
226124,15TH AVE NE AND NE 120TH ST,47.7157903568824,-122.312555980243,3,7532.0,6254.0,0.0,251.0,1027.0,0.0,0.0,0.0,0.0,,,
78323,S DIRECTOR ST AND DEAD END 4 ,47.5222503443349,-122.320647657688,1,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,,,
59511,BELLA VISTA AVE S AND S HORTON ST,47.5737305445921,-122.28401386679,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
234325,27TH AVE NE AND NE 89TH ST,47.693122387155,-122.298787055102,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
78504,5TH AVE S AND S MONROE ST,47.5312807564382,-122.328179143627,10,227206.0,0.0,0.0,0.0,0.0,0.0,227206.0,0.0,0.0,,,
66104,44TH AVE S AND S ANGELINE ST,47.5593740980214,-122.278224914443,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
23134,9TH AVE NE AND NE 42ND ST,47.6575158712594,-122.31879625213,16,96462.0,0.0,68479.0,8325.0,4682.0,0.0,0.0,0.0,0.0,,,
221325,30TH AVE NE AND NE 130TH ST,47.7229000507779,-122.29635851954,2,2515.0,0.0,0.0,953.0,1562.0,0.0,0.0,0.0,0.0,,,
46510,LAKE WASHINGTON BLVD S AND S MASSACHUSETTS ST,47.5876818714617,-122.289298524844,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
229302,NW ESPLANADE AND DEAD END,47.6978818140818,-122.400452507516,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2705,32ND AVE NW AND NW 73RD ST,47.6816388166816,-122.398394260611,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
71731,S PORTLAND ST AND DEAD END 2 ,47.5334397110508,-122.331006459928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
68336,39TH AVE SW AND SW WEBSTER ST,47.5356980313424,-122.381958845917,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
45552,16TH AVE S AND S KING ST,47.5983275583919,-122.311580475256,1,163.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,,,
57316,9TH AVE S AND S ADAMS ST,47.5661997850822,-122.321272864385,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
11136,24TH AVE NW AND NW MARKET ST,47.6686786927666,-122.387576487717,26,177189.0,31035.0,40736.0,27421.0,48775.0,0.0,0.0,0.0,0.0,,,
42540,34TH AVE AND E PINE ST,47.615206966504,-122.289239314789,7,24859.0,4631.0,5646.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
30131,BOYLSTON AVE E AND E LOUISA ST,47.6420295247017,-122.323457609944,2,9548.0,9548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
39516,DENNY WAY AND WARREN AVE N,47.6185970219203,-122.35414746774,870,16933713.0,21515.0,12557.0,4743348.0,5300607.0,9423.0,21449.0,3643.0,3122.0,,,
64519,6TH AVE S AND S BENNETT ST,47.554883146447,-122.326892287357,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
227120,33RD AVE NE AND NE 120TH ST,47.7155309277943,-122.292854474577,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
37651,16TH AVE E AND E PROSPECT E ST,47.6286565994277,-122.311205811148,4,3414.0,0.0,0.0,62.0,57.0,0.0,0.0,0.0,0.0,,,
58654,S HINDS ST AND DEAD END 3,47.5730898902202,-122.306281131525,3,220.0,0.0,0.0,60.0,51.0,0.0,0.0,0.0,0.0,,,
22535,DAYTON AVE N AND N 43RD ST,47.6589578894849,-122.352071873845,10,11123.0,0.0,0.0,2699.0,2461.0,0.0,0.0,0.0,0.0,,,
28573,11TH AVE W AND SOUND VIEW S TR W,47.640241419716,-122.371528073137,1,295.0,0.0,0.0,295.0,0.0,0.0,0.0,0.0,0.0,,,
68726,VIEW LN SW AND SW OTHELLO ST,47.5375100628905,-122.395076432958,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
36314,10TH AVE E AND E MERCER ST,47.6242673355147,-122.31988902204,5,25492.0,7159.0,14918.0,0.0,3415.0,0.0,0.0,0.0,0.0,,,
316518,56TH AVE S AND LUTHER AVE S,47.498708032174,-122.262730375447,1,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
21164,3RD AVE NW AND NW 41ST N ST,47.6569441223139,-122.360816488588,1,194.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,,,
59526,BELLA VISTA AVE S AND S HINDS ST,47.5724262584101,-122.283801981803,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
44127,10TH AVE S AND S WASHINGTON ST,47.6008779668821,-122.319366354616,3,3226.0,684.0,929.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
6536,17TH AVE NE AND NE 77TH W ST,47.6848614664933,-122.309961707686,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
39258,7TH AVE AND BATTERY ST,47.6181322563753,-122.342655079704,40,379288.0,53219.0,26551.0,77205.0,89397.0,0.0,0.0,14968.0,0.0,,,
34108,3RD AVE W AND W GALER W ST,47.6323240029125,-122.361023538858,6,14815.0,0.0,0.0,3970.0,3437.0,0.0,0.0,0.0,0.0,,,
69744,29TH AVE SW AND SW KENYON ST,47.5318942151491,-122.369884877656,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
52571,22ND AVE S AND S COLLEGE ST,47.5829507170683,-122.304257584384,10,23907.0,45.0,682.0,7101.0,5235.0,0.0,0.0,0.0,0.0,,,
4749,DAYTON AVE N AND N 66TH ST,47.6769071205403,-122.352645523408,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
53151,58TH AVE SW AND DEAD END 2,47.5706237500444,-122.407379600012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
77526,11TH AVE SW AND SW CLOVERDALE ST,47.5264900482477,-122.34929547577,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
53334,52ND PL SW AND SW GENESEE ST,47.564831200258,-122.399529298269,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
230358,17TH AVE NW AND NW 85TH ST,47.6906024647649,-122.378956526322,50,446320.0,0.0,0.0,147683.0,140463.0,0.0,0.0,0.0,0.0,,,
16860,40TH AVE NE AND BURKE GILMAN TRL,47.6673084435847,-122.284807644188,6,6249.0,122.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
5463,I5 SB AND NE LAKE CITY WY ON RP,47.6782710028747,-122.321027163606,9,27710.0,0.0,0.0,0.0,0.0,0.0,6868.0,7030.0,0.0,,,
305453,I5 SB AND I5 SB EXIT 157 OFF RP,47.5032811324139,-122.278007683529,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
28656,W WHEELER ST AND DEAD END 2,47.6406826228005,-122.374011531971,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
78673,CLOVERDALE ST ON RP AND WEST MARGINAL NB WAY S,47.528128573281,-122.325903149174,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
47347,56TH AVE SW AND SW LANDER PL,47.5789977718425,-122.404025070251,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
36139,HARVARD AVE E AND E ALOHA ST,47.6268446729309,-122.322353908145,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
57131,AIRPORT WAY S AND S BRADFORD ST,47.5689509859442,-122.322692794852,10,121076.0,36434.0,28526.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
66504,RAINIER AVE S AND S ANGELINE ST,47.5594638263813,-122.285963623384,16,142464.0,29366.0,24881.0,3110.0,843.0,0.0,35012.0,41546.0,0.0,,,
233337,NE 86TH ST AND DEAD END 1,47.6912562143098,-122.313290885426,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
59541,CASCADIA AVE S AND S COURT ST,47.570680685702,-122.282869524457,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
5317,5TH AVE NE AND NE 74TH ST,47.682031013043,-122.322886206149,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
13532,DAYTON AVE N AND N 60TH ST,47.6724568375436,-122.352876956725,4,1843.0,0.0,0.0,595.0,487.0,0.0,0.0,0.0,0.0,,,
45338,YAKIMA AVE S AND S NORMAN ST,47.5933122753939,-122.294408000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
35109,COMSTOCK ST AND DEXTER AVE N,47.630586278848,-122.34229589585,1,8330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
81744,54TH AVE S AND S ROXBURY E ST,47.5168224773689,-122.265132337514,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
6316,34TH AVE NE AND NE 73RD ST,47.6812316588104,-122.29149950047,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
27654,27 LOWER AVE W AND DEAD END,47.6451922983373,-122.391521609205,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
7706,42ND AVE NE AND NE 74TH ST,47.6822737378835,-122.283691434992,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
55662,SPOKANE TURN RD AND SW SPOKANE SR ST,47.5714096365135,-122.370098815422,88,645411.0,29027.0,38405.0,214659.0,275525.0,2806.0,52033.0,0.0,0.0,,,
41743,22ND AVE AND E TERRACE S ST,47.6049273788963,-122.303730146327,2,794.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,,,
29564,NOB HILL AVE N AND WHEELER ST,47.6407936857121,-122.350688111828,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
40512,SUMMIT AVE AND E OLIVE ST,47.6163417306035,-122.32554304594,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
62455,SW BRANDON ST AND DEAD END 3,47.5537153241399,-122.360561807337,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
48734,47TH AVE SW AND SW STEVENS ST,47.5775123011039,-122.392028199593,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
