signal_id,signal_description,u,assigned_count_stations,dominant_corridor,dominant_corridor_volume,cross_flow_volume,continuation_ratio,departure_ratio,alpha_left,alpha_straight,alpha_right,max_station_distance,average_station_distance,total_N_flow,total_S_flow,total_E_flow,total_W_flow,total_NE_flow,total_NW_flow,total_SE_flow,total_SW_flow
39139,7TH AVE AND WESTLAKE AVE,10771.0,6,NWSE,6720.0,4051.0,0.623897502553152,0.37610249744684804,0.18805124872342402,0.623897502553152,0.18805124872342402,149.6376222599874,149.6376222599874,382.0,3669.0,0.0,0.0,0.0,358.0,6362.0,0.0
40523,9TH AVE AND HOWELL ST,10757.0,7,NWSE,5729.0,5028.0,0.5325834340429487,0.4674165659570512,0.2337082829785256,0.5325834340429487,0.2337082829785256,60.9075026349342,60.9075026349342,0.0,5028.0,0.0,0.0,0.0,701.0,5028.0,0.0
15537,18TH AVE NE AND NE RAVENNA EB BV,8698.0,4,EW,3586.0,5112.0,0.41227868475511614,0.5877213152448839,0.29386065762244196,0.41227868475511614,0.29386065762244196,139.17855024712455,135.97070431152008,0.0,0.0,3586.0,0.0,0.0,0.0,2779.0,2333.0
12308,3RD AVE NW AND NW 55TH ST,6555.0,5,NESW,4221.0,2334.0,0.6439359267734553,0.3560640732265446,0.1780320366132723,0.6439359267734553,0.1780320366132723,147.1484346385437,147.1484346385437,979.0,1355.0,0.0,0.0,0.0,0.0,0.0,4221.0
35501,GALER ST AND TAYLOR AVE N,5460.0,4,NS,5024.0,436.0,0.9201465201465201,0.07985347985347985,0.039926739926739924,0.9201465201465201,0.039926739926739924,122.2477255882288,119.7022026274805,2531.0,2493.0,257.0,179.0,0.0,0.0,0.0,0.0
39549,ALASKAN WAY AND CLAY ST,5170.0,7,NESW,3144.0,2026.0,0.6081237911025145,0.3918762088974855,0.19593810444874274,0.6081237911025145,0.19593810444874274,142.05810678940043,142.05810678940043,0.0,0.0,365.0,1661.0,1672.0,0.0,0.0,1472.0
37152,28TH AVE E AND E ROY ST,4894.0,7,NS,4059.0,835.0,0.8293829178586024,0.17061708214139762,0.08530854107069881,0.8293829178586024,0.08530854107069881,142.76750458261984,131.70361229114334,1979.0,2080.0,164.0,671.0,0.0,0.0,0.0,0.0
13542,WOODLAND PL N AND N 61ST ST,4148.0,8,NESW,2921.0,1227.0,0.7041947926711668,0.2958052073288332,0.1479026036644166,0.7041947926711668,0.1479026036644166,136.32549556237586,125.77687370257752,427.0,612.0,102.0,86.0,1312.0,0.0,0.0,1609.0
66515,37TH AVE S AND S FERDINAND ST,2543.0,5,EW,1995.0,548.0,0.7845064883995281,0.2154935116004719,0.10774675580023595,0.7845064883995281,0.10774675580023595,146.5758428071243,139.73898769964052,335.0,213.0,1289.0,706.0,0.0,0.0,0.0,0.0
306311,59TH AVE S AND S RYAN ST,2073.0,5,NWSE,1135.0,938.0,0.5475156777616981,0.452484322238302,0.226242161119151,0.5475156777616981,0.226242161119151,83.8857223912334,83.8857223912334,0.0,0.0,938.0,0.0,0.0,537.0,598.0,0.0
13363,INTERLAKE AVE N AND N 47TH ST,1972.0,4,EW,1136.0,836.0,0.5760649087221096,0.4239350912778905,0.21196754563894524,0.5760649087221096,0.21196754563894524,129.51259732240618,123.22150828963115,337.0,499.0,565.0,571.0,0.0,0.0,0.0,0.0
12348,6TH AVE NW AND NW 50TH E ST,1025.0,4,EW,789.0,236.0,0.7697560975609756,0.2302439024390244,0.1151219512195122,0.7697560975609756,0.1151219512195122,128.1612294206352,107.27333013175252,105.0,131.0,640.0,149.0,0.0,0.0,0.0,0.0
